food_id,source_name,name_vi,name_en,category_vi,category_en,item_type,processing_level,recommendation_priority,water_g,kcal_per_100g,protein_g,fat_g,carb_g,fiber_g,sugar_g,sodium_mg,potassium_mg,phosphorus_mg,calcium_mg,iron_mg,magnesium_mg,zinc_mg,cholesterol_mg,saturated_fat_g,trans_fat_g,purine_mg
FOOD000766,SR Legacy,"Lê, asian, sống","Pears, asian, raw",Trái cây và nước ép,Fruits and Fruit Juices,raw_ingredient,unprocessed,high,88.25,42.0,0.5,0.23,10.65,3.6,7.05,0.0,121.0,11.0,4.0,0.0,8.0,0.02,0.0,0.012,0.0,
FOOD000767,SR Legacy,"Quýt, (cam quýt), đóng hộp, nước ép đóng gói, đã ráo nước","Tangerines, (mandarin oranges), canned, juice pack, drained",Trái cây và nước ép,Fruits and Fruit Juices,beverage,processed,medium,89.51,38.0,0.75,0.04,9.41,1.2,8.25,5.0,136.0,11.0,12.0,0.27,11.0,0.53,0.0,0.004,0.0,
FOOD000768,SR Legacy,"Đào nước quả đặc, đóng hộp, có thêm axit ascorbic","Peach nectar, canned, with added ascorbic acid",Trái cây và nước ép,Fruits and Fruit Juices,prepared_food,processed,medium,87.28,50.0,0.21,0.51,11.93,0.1,11.16,8.0,50.0,5.0,6.0,0.07,5.0,0.02,0.0,0.224,0.0,
FOOD000769,SR Legacy,"Lê nước quả đặc, đóng hộp, có thêm axit ascorbic","Pear nectar, canned, with added ascorbic acid",Trái cây và nước ép,Fruits and Fruit Juices,prepared_food,processed,medium,84.01,60.0,0.11,0.01,15.76,0.6,15.16,4.0,13.0,3.0,5.0,0.26,3.0,0.07,0.0,0.001,0.0,
FOOD000770,SR Legacy,"Chà là, medjool","Dates, medjool",Trái cây và nước ép,Fruits and Fruit Juices,basic_food,minimally_processed,high,21.32,277.0,1.81,0.15,74.97,6.7,66.47,1.0,696.0,62.0,64.0,0.9,54.0,0.44,,,0.0,
FOOD000771,SR Legacy,"Durian, sống hoặc đông lạnh","Durian, raw or frozen",Trái cây và nước ép,Fruits and Fruit Juices,raw_ingredient,minimally_processed,high,64.99,147.0,1.47,5.33,27.09,3.8,,2.0,436.0,39.0,6.0,0.43,30.0,0.28,0.0,,0.0,
FOOD000772,SR Legacy,"Dứa, sống, truyền thống varieties","Pineapple, raw, traditional varieties",Trái cây và nước ép,Fruits and Fruit Juices,raw_ingredient,unprocessed,high,87.24,45.0,0.55,0.13,11.82,,8.29,1.0,125.0,9.0,13.0,0.25,12.0,0.08,,,0.0,
FOOD000773,SR Legacy,"Dứa, sống, extra ngọt variety","Pineapple, raw, extra sweet variety",Trái cây và nước ép,Fruits and Fruit Juices,raw_ingredient,unprocessed,high,85.66,51.0,0.53,0.11,13.5,1.4,10.32,1.0,108.0,8.0,13.0,0.28,12.0,0.12,,,0.0,
FOOD000774,SR Legacy,"Clementines, sống","Clementines, raw",Trái cây và nước ép,Fruits and Fruit Juices,raw_ingredient,unprocessed,high,86.58,47.0,0.85,0.15,12.02,1.7,9.18,1.0,177.0,21.0,30.0,0.14,10.0,0.06,,,0.0,
FOOD000775,SR Legacy,"Guanabana nước quả đặc, đóng hộp","Guanabana nectar, canned",Trái cây và nước ép,Fruits and Fruit Juices,prepared_food,processed,medium,84.72,59.0,0.11,0.17,14.93,0.1,13.07,8.0,25.0,2.0,7.0,0.36,3.0,0.02,0.0,0.029,0.0,
FOOD000776,SR Legacy,"Nước ép, táo và nho hỗn hợp, có thêm axit ascorbic","Juice, apple and grape blend, with added ascorbic acid",Trái cây và nước ép,Fruits and Fruit Juices,beverage,minimally_processed,high,87.05,50.0,0.16,0.12,12.46,0.2,10.92,7.0,96.0,9.0,11.0,0.11,7.0,0.05,0.0,0.023,0.0,
FOOD000777,SR Legacy,"Nước ép, táo, nho và lê hỗn hợp, có thêm axit ascorbic và canxi","Juice, apple, grape and pear blend, with added ascorbic acid and calcium",Trái cây và nước ép,Fruits and Fruit Juices,beverage,minimally_processed,high,86.44,52.0,0.17,0.12,12.96,0.2,9.95,5.0,89.0,11.0,72.0,0.14,6.0,0.06,0.0,0.021,0.0,
FOOD000778,SR Legacy,"Chuối nấu, xanh, chiên","Plantains, green, fried",Trái cây và nước ép,Fruits and Fruit Juices,cooked_food,minimally_processed,high,36.08,309.0,1.5,11.81,49.17,3.5,3.63,2.0,482.0,44.0,4.0,0.67,58.0,0.23,,3.69,0.159,
FOOD000779,SR Legacy,"Chuối nấu, vàng, chiên, Latino nhà hàng","Plantains, yellow, fried, Latino restaurant",Trái cây và nước ép,Fruits and Fruit Juices,cooked_food,minimally_processed,high,49.04,236.0,1.42,7.51,40.77,3.2,21.76,6.0,507.0,43.0,6.0,0.62,45.0,0.24,,1.816,0.111,
FOOD000780,SR Legacy,"Táo, sống, giống Red Delicious, có vỏ","Apples, raw, red delicious, with skin (Includes foods for USDA's Food Distribution Program)",Trái cây và nước ép,Fruits and Fruit Juices,raw_ingredient,unprocessed,high,85.33,59.0,0.27,0.2,14.06,2.3,10.48,1.0,104.0,12.0,6.0,0.11,5.0,0.04,,,0.0,
FOOD000781,SR Legacy,"Táo, sống, golden Delicious, có vỏ","Apples, raw, golden delicious, with skin",Trái cây và nước ép,Fruits and Fruit Juices,raw_ingredient,unprocessed,high,85.81,57.0,0.28,0.15,13.6,2.4,10.04,2.0,100.0,10.0,6.0,0.13,5.0,0.04,,,0.0,
FOOD000782,SR Legacy,"Táo, sống, giống Granny Smith, có vỏ","Apples, raw, granny smith, with skin (Includes foods for USDA's Food Distribution Program)",Trái cây và nước ép,Fruits and Fruit Juices,raw_ingredient,unprocessed,high,85.46,58.0,0.44,0.19,13.61,2.8,9.59,1.0,120.0,12.0,5.0,0.15,5.0,0.04,,,0.0,
FOOD000783,SR Legacy,"Táo, sống, gala, có vỏ","Apples, raw, gala, with skin (Includes foods for USDA's Food Distribution Program)",Trái cây và nước ép,Fruits and Fruit Juices,raw_ingredient,unprocessed,high,85.76,57.0,0.25,0.12,13.68,2.3,10.37,1.0,108.0,11.0,7.0,0.12,5.0,0.05,,,0.0,
FOOD000784,SR Legacy,"Nước ép trái cây sinh tố, naked nước ép, xanh lam MACHINE","Fruit juice smoothie, NAKED JUICE, BLUE MACHINE",Trái cây và nước ép,Fruits and Fruit Juices,beverage,minimally_processed,high,81.7,71.0,0.42,0.0,16.67,2.9,12.08,4.0,154.0,,0.0,0.15,,,0.0,0.0,0.0,
FOOD000785,SR Legacy,"Nước ép trái cây sinh tố, ODWALLA, nguyên bản SUPERFOOD","Fruit juice smoothie, ODWALLA, ORIGINAL SUPERFOOD",Trái cây và nước ép,Fruits and Fruit Juices,beverage,minimally_processed,high,87.22,50.0,0.63,0.36,11.51,0.6,10.16,3.0,145.0,24.0,7.0,0.39,9.0,0.06,0.0,0.105,0.002,
FOOD000786,SR Legacy,"Ổi nước quả đặc, có sucralose, đóng hộp","Guava nectar, with sucralose, canned",Trái cây và nước ép,Fruits and Fruit Juices,prepared_food,processed,medium,86.23,48.0,0.3,0.07,13.3,1.2,10.15,6.0,33.0,3.0,8.0,0.54,2.0,0.02,0.0,0.023,0.0,
FOOD000787,SR Legacy,"Kiwi, ZESPRI SunGold, sống","Kiwifruit, ZESPRI SunGold, raw",Trái cây và nước ép,Fruits and Fruit Juices,raw_ingredient,unprocessed,high,82.44,63.0,1.02,0.28,15.79,1.4,12.3,3.0,315.0,25.0,17.0,0.21,12.0,0.08,0.0,0.065,,
FOOD000788,SR Legacy,"Nam việt quất nước ép hỗn hợp, 100% nước ép, đóng chai, có thêm vitamin C và canxi","Cranberry juice blend, 100% juice, bottled, with added vitamin C and calcium",Trái cây và nước ép,Fruits and Fruit Juices,beverage,minimally_processed,high,88.6,45.0,0.27,0.12,10.91,0.1,9.8,6.0,76.0,8.0,19.0,0.08,5.0,0.05,0.0,0.002,0.0,
FOOD000789,SR Legacy,"Nước ép trái cây sinh tố, ODWALLA, dâu tây chuối","Fruit juice smoothie, ODWALLA, strawberry banana",Trái cây và nước ép,Fruits and Fruit Juices,beverage,unprocessed,high,87.74,48.0,0.5,0.32,11.05,0.6,9.9,2.0,201.0,18.0,10.0,0.2,14.0,0.08,0.0,0.059,0.0,
FOOD000790,SR Legacy,"Nước ép trái cây sinh tố, naked nước ép, dâu tây chuối","Fruit juice smoothie, NAKED JUICE, strawberry banana",Trái cây và nước ép,Fruits and Fruit Juices,beverage,unprocessed,high,87.28,50.0,0.48,0.27,11.66,0.6,10.05,2.0,201.0,18.0,10.0,0.2,14.0,0.08,0.0,0.061,0.002,
FOOD000791,SR Legacy,"Chuối nấu, xanh, sống","Plantains, green, raw",Trái cây và nước ép,Fruits and Fruit Juices,raw_ingredient,unprocessed,high,61.1,152.0,1.25,0.07,36.66,2.2,2.29,2.0,431.0,31.0,2.0,0.75,41.0,0.18,,0.121,0.002,
FOOD000792,SR Legacy,"Chuối nấu, xanh, luộc","Plantains, green, boiled",Trái cây và nước ép,Fruits and Fruit Juices,cooked_food,processed,medium,69.08,121.0,1.09,0.08,29.15,2.6,2.25,2.0,289.0,24.0,3.0,0.3,28.0,0.14,,0.072,0.001,
FOOD000793,SR Legacy,Raspberry nước ép concentrate,Raspberry juice concentrate,Trái cây và nước ép,Fruits and Fruit Juices,beverage,minimally_processed,high,41.15,221.0,3.04,1.34,53.19,1.1,38.21,10.0,1178.0,100.0,97.0,1.16,112.0,1.29,,0.056,0.0,
FOOD000794,SR Legacy,"Heo, tươi, hỗn hợp của phần mỡ tách rời, có bổ sung dung dịch, chín","Pork, fresh, composite of separable fat, with added solution, cooked",Thịt heo và sản phẩm từ thịt heo,Pork Products,cooked_food,minimally_processed,high,28.28,585.0,10.06,60.42,0.32,0.0,0.0,125.0,214.0,160.0,36.0,0.82,12.0,1.13,81.0,21.382,0.656,
FOOD000795,SR Legacy,"Heo, tươi, carcass, sống","Pork, fresh, carcass, separable lean and fat, raw",Thịt heo và sản phẩm từ thịt heo,Pork Products,raw_ingredient,unprocessed,high,49.83,376.0,13.91,35.07,0.0,0.0,0.0,42.0,253.0,155.0,19.0,0.69,13.0,1.59,74.0,12.44,,
FOOD000796,SR Legacy,"Heo, tươi, hỗn hợp của đã lọc mỡ các phần thịt bán lẻ (đùi, thăn, vai), sống","Pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder), separable lean only, raw",Thịt heo và sản phẩm từ thịt heo,Pork Products,raw_ingredient,unprocessed,high,73.17,134.0,21.2,4.86,0.0,0.0,0.0,59.0,363.0,216.0,13.0,0.82,24.0,2.21,64.0,1.625,0.024,
FOOD000797,SR Legacy,"Heo, tươi, phần mỡ tách rời, chín","Pork, fresh, separable fat, cooked",Thịt heo và sản phẩm từ thịt heo,Pork Products,cooked_food,minimally_processed,high,26.26,626.0,7.06,66.1,0.0,0.0,0.0,56.0,125.0,109.0,22.0,0.46,9.0,0.75,79.0,23.856,0.475,
FOOD000798,SR Legacy,"Heo, tươi, đùi (giăm bông), nguyên miếng, sống","Pork, fresh, leg (ham), whole, separable lean and fat, raw",Thịt heo và sản phẩm từ thịt heo,Pork Products,raw_ingredient,unprocessed,high,62.47,245.0,17.43,18.87,0.0,0.0,,47.0,315.0,199.0,5.0,0.85,20.0,1.93,73.0,6.54,,
FOOD000799,SR Legacy,"Heo, tươi, đùi (giăm bông), nguyên miếng, chín, nướng/quay","Pork, fresh, leg (ham), whole, separable lean and fat, cooked, roasted",Thịt heo và sản phẩm từ thịt heo,Pork Products,cooked_food,minimally_processed,high,55.04,273.0,26.83,17.61,0.0,0.0,0.0,60.0,352.0,263.0,14.0,1.01,22.0,2.96,94.0,6.47,,
FOOD000801,SR Legacy,"Heo, tươi, đùi (giăm bông), nguyên miếng, chín, nướng/quay","Pork, fresh, leg (ham), whole, separable lean only, cooked, roasted",Thịt heo và sản phẩm từ thịt heo,Pork Products,cooked_food,minimally_processed,high,60.66,211.0,29.41,9.44,0.0,0.0,0.0,64.0,373.0,281.0,7.0,1.12,25.0,3.26,94.0,3.3,,
FOOD000802,SR Legacy,"Heo, tươi, đùi (giăm bông), bắp chân một nửa, sống","Pork, fresh, leg (ham), shank half, separable lean and fat, raw",Thịt heo và sản phẩm từ thịt heo,Pork Products,raw_ingredient,unprocessed,high,67.69,193.0,19.87,11.96,0.0,0.0,0.0,84.0,329.0,204.0,12.0,0.69,19.0,2.02,67.0,3.942,0.095,
FOOD000803,SR Legacy,"Heo, tươi, đùi (giăm bông), bắp chân một nửa, chín, nướng/quay","Pork, fresh, leg (ham), shank half, separable lean and fat, cooked, roasted",Thịt heo và sản phẩm từ thịt heo,Pork Products,cooked_food,minimally_processed,high,60.37,232.0,25.96,13.42,0.0,0.0,0.0,81.0,345.0,242.0,15.0,0.87,22.0,2.42,91.0,4.609,0.093,
FOOD000804,SR Legacy,"Heo, tươi, đùi (giăm bông), bắp chân một nửa, sống","Pork, fresh, leg (ham), shank half, separable lean only, raw",Thịt heo và sản phẩm từ thịt heo,Pork Products,raw_ingredient,unprocessed,high,74.88,119.0,21.66,2.95,0.0,0.0,0.0,90.0,329.0,224.0,12.0,0.77,21.0,2.25,66.0,0.917,0.011,
FOOD000805,SR Legacy,"Heo, tươi, đùi (giăm bông), bắp chân một nửa, chín, nướng/quay","Pork, fresh, leg (ham), shank half, separable lean only, cooked, roasted",Thịt heo và sản phẩm từ thịt heo,Pork Products,cooked_food,minimally_processed,high,65.28,175.0,28.69,5.83,0.0,0.0,0.0,84.0,376.0,261.0,14.0,0.92,24.0,2.67,93.0,1.837,0.038,
FOOD000806,SR Legacy,"Heo, tươi, thăn, nguyên miếng, sống","Pork, fresh, loin, whole, separable lean only, raw",Thịt heo và sản phẩm từ thịt heo,Pork Products,raw_ingredient,unprocessed,high,72.23,143.0,21.43,5.66,0.0,0.0,0.0,52.0,389.0,211.0,17.0,0.84,23.0,1.84,59.0,1.95,,
FOOD000807,SR Legacy,"Heo, tươi, thăn, nguyên miếng, chín, om","Pork, fresh, loin, whole, separable lean only, cooked, braised",Thịt heo và sản phẩm từ thịt heo,Pork Products,cooked_food,minimally_processed,high,61.4,204.0,28.57,9.12,0.0,0.0,0.0,50.0,387.0,183.0,18.0,1.13,20.0,2.48,79.0,3.38,,
FOOD000808,SR Legacy,"Heo, tươi, thăn, nguyên miếng, chín, nướng lửa trên","Pork, fresh, loin, whole, separable lean only, cooked, broiled",Thịt heo và sản phẩm từ thịt heo,Pork Products,cooked_food,processed,medium,60.72,210.0,28.57,9.8,0.0,0.0,0.0,64.0,438.0,253.0,17.0,0.91,29.0,2.48,79.0,3.64,,
FOOD000809,SR Legacy,"Heo, tươi, thăn, nguyên miếng, chín, nướng/quay","Pork, fresh, loin, whole, separable lean only, cooked, roasted",Thịt heo và sản phẩm từ thịt heo,Pork Products,cooked_food,minimally_processed,high,61.02,209.0,28.62,9.63,0.0,0.0,0.0,58.0,425.0,249.0,18.0,1.09,28.0,2.53,81.0,3.51,,
FOOD000810,SR Legacy,"Heo, tươi, thăn, nạc vai (sườn cốt lết hoặc miếng nướng), có xương, sống","Pork, fresh, loin, blade (chops or roasts), bone-in, separable lean only, raw",Thịt heo và sản phẩm từ thịt heo,Pork Products,raw_ingredient,unprocessed,high,72.84,143.0,21.22,5.84,0.0,0.0,0.0,73.0,313.0,226.0,30.0,0.71,18.0,2.74,59.0,1.974,0.02,
FOOD000811,SR Legacy,"Heo, tươi, thăn, nạc vai (sườn cốt lết), có xương, chín, om","Pork, fresh, loin, blade (chops), bone-in, separable lean only, cooked, braised",Thịt heo và sản phẩm từ thịt heo,Pork Products,cooked_food,minimally_processed,high,60.32,222.0,28.02,11.29,0.0,0.0,0.0,70.0,270.0,224.0,49.0,0.85,20.0,3.28,87.0,2.59,0.026,
FOOD000812,SR Legacy,"Heo, tươi, thăn, nạc vai (sườn cốt lết), có xương, chín, nướng lửa trên","Pork, fresh, loin, blade (chops), bone-in, separable lean only, cooked, broiled",Thịt heo và sản phẩm từ thịt heo,Pork Products,cooked_food,processed,medium,65.03,193.0,24.99,9.56,0.0,0.0,0.0,76.0,332.0,255.0,55.0,0.91,21.0,3.34,78.0,2.322,0.023,
FOOD000813,SR Legacy,"Heo, tươi, thăn, nạc vai (miếng nướng), có xương, chín, nướng/quay","Pork, fresh, loin, blade (roasts), bone-in, separable lean only, cooked, roasted",Thịt heo và sản phẩm từ thịt heo,Pork Products,cooked_food,minimally_processed,high,62.24,217.0,25.7,11.89,0.0,0.0,0.0,78.0,337.0,203.0,27.0,0.85,19.0,3.41,83.0,3.934,0.071,
FOOD000814,SR Legacy,"Heo, tươi, thăn, giữa thăn (sườn cốt lết), có xương, sống","Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, raw",Thịt heo và sản phẩm từ thịt heo,Pork Products,raw_ingredient,unprocessed,high,69.7,170.0,20.71,9.03,0.0,0.0,0.0,55.0,343.0,209.0,19.0,0.63,25.0,1.77,69.0,2.993,0.092,
FOOD000815,SR Legacy,"Heo, tươi, thăn, giữa thăn (sườn cốt lết), có xương, chín, om","Pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, braised",Thịt heo và sản phẩm từ thịt heo,Pork Products,cooked_food,minimally_processed,high,61.79,200.0,30.2,7.86,0.0,0.0,0.0,75.0,288.0,239.0,53.0,0.91,21.0,3.51,81.0,2.671,0.027,
FOOD000816,SR Legacy,"Heo, tươi, thăn, giữa thăn (sườn cốt lết), có xương, chín, nướng lửa trên","Pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, broiled",Thịt heo và sản phẩm từ thịt heo,Pork Products,cooked_food,processed,medium,65.01,180.0,26.76,7.29,0.0,0.0,0.0,56.0,356.0,228.0,23.0,0.8,26.0,2.22,84.0,2.156,0.065,
FOOD000817,SR Legacy,"Heo, tươi, thăn, giữa thăn (miếng nướng), có xương, chín, nướng/quay","Pork, fresh, loin, center loin (roasts), bone-in, separable lean only, cooked, roasted",Thịt heo và sản phẩm từ thịt heo,Pork Products,cooked_food,minimally_processed,high,63.65,194.0,28.58,7.95,0.0,0.0,0.0,86.0,370.0,223.0,30.0,0.93,21.0,3.74,75.0,2.932,0.053,
FOOD000818,SR Legacy,"Heo, tươi, thăn, phần giữa sườn (sườn cốt lết hoặc miếng nướng), có xương, sống","Pork, fresh, loin, center rib (chops or roasts), bone-in, separable lean and fat, raw",Thịt heo và sản phẩm từ thịt heo,Pork Products,raw_ingredient,unprocessed,high,67.83,186.0,20.28,11.04,0.0,0.0,0.0,56.0,337.0,203.0,25.0,0.59,23.0,1.85,58.0,2.365,0.069,
FOOD000819,SR Legacy,"Heo, tươi, thăn, phần giữa sườn (sườn cốt lết), có xương, chín, om","Pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, braised",Thịt heo và sản phẩm từ thịt heo,Pork Products,cooked_food,minimally_processed,high,61.56,208.0,29.03,9.32,0.0,0.0,0.0,72.0,277.0,229.0,51.0,0.87,20.0,3.37,79.0,2.389,0.043,
FOOD000820,SR Legacy,"Heo, tươi, thăn, phần giữa sườn (sườn cốt lết), có xương, chín, nướng lửa trên","Pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, broiled",Thịt heo và sản phẩm từ thịt heo,Pork Products,cooked_food,processed,medium,65.14,186.0,25.79,8.36,0.0,0.0,0.0,57.0,343.0,218.0,26.0,0.68,25.0,2.25,66.0,2.816,0.067,
FOOD000821,SR Legacy,"Heo, tươi, thăn, phần giữa sườn (miếng nướng), có xương, chín, nướng/quay","Pork, fresh, loin, center rib (roasts), bone-in, separable lean only, cooked, roasted",Thịt heo và sản phẩm từ thịt heo,Pork Products,cooked_food,minimally_processed,high,61.44,206.0,28.82,9.21,0.0,0.0,0.0,95.0,287.0,244.0,13.0,1.02,22.0,3.09,78.0,3.254,0.054,
FOOD000822,SR Legacy,"Heo, tươi, thăn, thăn mông (sườn cốt lết hoặc miếng nướng), có xương, sống","Pork, fresh, loin, sirloin (chops or roasts), bone-in, separable lean and fat, raw",Thịt heo và sản phẩm từ thịt heo,Pork Products,raw_ingredient,unprocessed,high,70.29,168.0,20.48,8.96,0.0,0.0,0.0,57.0,336.0,209.0,14.0,0.82,23.0,1.95,70.0,2.978,0.058,
FOOD000823,SR Legacy,"Heo, tươi, thăn, thăn mông (sườn cốt lết), có xương, chín, nướng lửa trên","Pork, fresh, loin, sirloin (chops), bone-in, separable lean only, cooked, broiled",Thịt heo và sản phẩm từ thịt heo,Pork Products,cooked_food,processed,medium,64.61,174.0,29.29,5.45,0.0,0.0,0.0,89.0,391.0,300.0,65.0,1.07,25.0,3.94,88.0,1.718,,
FOOD000824,SR Legacy,"Heo, tươi, thăn, thăn mông (miếng nướng), có xương, chín, nướng/quay","Pork, fresh, loin, sirloin (roasts), bone-in, separable lean only, cooked, roasted",Thịt heo và sản phẩm từ thịt heo,Pork Products,cooked_food,minimally_processed,high,61.74,204.0,27.78,9.44,0.0,0.0,0.0,59.0,352.0,235.0,13.0,0.96,26.0,2.62,89.0,2.871,0.063,
FOOD000825,SR Legacy,"Heo, tươi, thăn, thăn nội, sống","Pork, fresh, loin, tenderloin, separable lean only, raw",Thịt heo và sản phẩm từ thịt heo,Pork Products,raw_ingredient,unprocessed,high,76.0,109.0,20.95,2.17,0.0,0.0,0.0,53.0,399.0,247.0,5.0,0.98,27.0,1.89,65.0,0.698,0.021,
FOOD000826,SR Legacy,"Heo, tươi, thăn, thăn nội, chín, nướng/quay","Pork, fresh, loin, tenderloin, separable lean only, cooked, roasted",Thịt heo và sản phẩm từ thịt heo,Pork Products,cooked_food,minimally_processed,high,69.45,143.0,26.17,3.51,0.0,0.0,0.0,57.0,421.0,267.0,6.0,1.15,29.0,2.42,73.0,1.198,0.033,
FOOD000827,SR Legacy,"Heo, tươi, thăn, thăn lưng trên (sườn cốt lết), không xương, sống","Pork, fresh, loin, top loin (chops), boneless, separable lean only, raw",Thịt heo và sản phẩm từ thịt heo,Pork Products,raw_ingredient,unprocessed,high,72.93,127.0,22.41,3.42,0.0,0.0,0.0,49.0,387.0,234.0,5.0,0.51,27.0,1.59,66.0,1.208,0.024,
FOOD000828,SR Legacy,"Heo, tươi, thăn, thăn lưng trên (sườn cốt lết), không xương, chín, om","Pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, braised",Thịt heo và sản phẩm từ thịt heo,Pork Products,cooked_food,minimally_processed,high,65.14,170.0,30.54,4.34,0.0,0.0,0.0,67.0,269.0,230.0,8.0,0.91,23.0,2.37,71.0,1.657,0.015,
FOOD000829,SR Legacy,"Heo, tươi, thăn, thăn lưng trên (sườn cốt lết), không xương, chín, nướng lửa trên","Pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, broiled",Thịt heo và sản phẩm từ thịt heo,Pork Products,cooked_food,processed,medium,65.11,173.0,27.58,6.08,0.0,0.0,0.0,45.0,367.0,237.0,5.0,0.63,27.0,2.15,72.0,2.077,0.052,
